Customer ID,First Name,Last Name,Sales,Order Date,Stock
26,Orv,Cleynman,2083.23,22/06/2016,American River Bankshares
27,Britte,Ruddiman,8751.18,11/11/2018,"FS Bancorp, Inc."
28,Morgana,Siderfin,8810.64,12/07/2017,Wendy's Company (The)
29,Leonardo,Giaomozzo,7286.69,16/02/2019,Eaton Vance Municipal Income Trust
30,Derick,Haxell,828.09,23/03/2019,Yahoo! Inc.
31,Lyndsie,Smullen,9607.36,10/10/2017,VictoryShares US Small Cap High Div Volatility Wtd ETF
32,Amandie,Hannaford,9510.88,01/12/2017,"Kandi Technologies Group, Inc."
33,Lauritz,Kingett,8284.11,20/06/2018,Vical Incorporated
34,Emmott,Ruberti,818.48,22/02/2017,Granite Construction Incorporated
35,Rubia,Hackinge,4422.6,02/08/2016,Viper Energy Partners LP
36,Fawnia,Harbin,3645.95,03/06/2016,Nuveen Municipal Credit Income Fund
37,Marcello,Bortolomei,9999.26,22/03/2017,Nuveen Energy MLP Total Return Fund
38,Catharina,Rosone,9155.71,16/09/2016,Liberty Interactive Corporation
39,Henrieta,Chappel,8170.33,06/04/2019,"Aware, Inc."
40,Tod,Varrow,3519.99,06/10/2018,Mitel Networks Corporation
41,Geoff,Luff,2927.11,15/12/2018,"BioCryst Pharmaceuticals, Inc."
42,Mirelle,Wagnerin,6924.14,29/10/2016,"Sage Therapeutics, Inc."
43,Walther,Hanscomb,898.96,02/08/2016,Fidelity and Guaranty Life
44,Ashien,Lowton,3518.42,02/05/2017,First Foundation Inc.
45,Krysta,Paula,1984.76,26/09/2018,Eaton Vance Municipal Income Trust
46,Hakeem,Alder,3265.52,27/05/2018,"Pathfinder Bancorp, Inc."
47,Suki,Pranger,2930.09,28/11/2017,Markel Corporation
48,Dougie,Coenraets,8008.42,09/01/2019,Ocean Rig UDW Inc.
49,Coraline,Brickhill,9865.02,13/06/2017,"China Jo-Jo Drugstores, Inc."
50,Reese,Ducker,4701.74,11/11/2017,J P Morgan Chase & Co
51,Ben,Fillimore,8656.7,11/11/2016,Hersha Hospitality Trust
52,Ottilie,Scammonden,8832.92,17/09/2017,"Amber Road, Inc."
53,Kaye,Whittek,7363.82,02/11/2016,"Real Goods Solar, Inc."
54,Ignacio,Snowding,2254.65,10/07/2017,"Five Point Holdings, LLC"
55,Yardley,Yoxen,5646.03,30/07/2017,Wells Fargo & Company
56,Dallas,Blowes,5981.45,16/02/2019,"A V Homes, Inc."
57,Duane,Stacy,6528.48,21/06/2016,Vipshop Holdings Limited
58,Kirsten,Glastonbury,1002.3,06/02/2018,"AutoZone, Inc."
59,Norma,Labusch,8576.88,13/07/2016,VictoryShares Emerging Market Volatility Wtd ETF
60,Oliviero,Sall,7459.63,28/06/2018,Mylan N.V.
61,Paola,Hansel,2836.3,16/04/2019,"Liberty TripAdvisor Holdings, Inc."
62,Augustine,Tattam,7509.39,06/07/2018,eHi Car Services Limited
63,Markus,Gallant,2103.65,17/06/2016,First Bancorp
64,Osgood,Goodricke,1484.13,08/10/2018,Cars.com Inc.
65,Christoforo,Thrower,3118.33,02/12/2018,"Merck & Company, Inc."
66,Geri,Baskeyfied,5825.33,14/07/2017,"Sarepta Therapeutics, Inc."
67,Derrik,Witnall,8807.77,19/02/2017,"AutoZone, Inc."
68,Sallyanne,Guerreru,150.06,20/10/2018,"Community Health Systems, Inc."
69,Pippo,Hendriksen,2081.74,11/10/2018,"Entergy Mississippi, Inc."
70,Karalee,Doyley,3673.2,19/10/2018,Alphabet Inc.
71,Hillyer,Cantor,8904.81,04/07/2017,Sotherly Hotels LP
72,Zolly,Durran,5920.65,21/07/2018,"Cidara Therapeutics, Inc."
73,Nalani,Backler,5657.19,06/01/2019,Liberty Interactive Corporation
74,Annmarie,Gerhts,4266.8,27/12/2018,Novogen Limited
75,Hastings,Searby,2495.19,29/01/2018,St. Joe Company (The)
76,Miran,Kalkofer,7987.21,24/09/2016,INVESCO MORTGAGE CAPITAL INC
77,Carce,Wabersich,9731.03,15/05/2017,Bank of America Corporation
78,Yalonda,Readwood,4674.02,17/06/2017,"Gabelli Equity Trust, Inc. (The)"
79,Ange,Beach,9574.07,27/06/2016,"Buckle, Inc. (The)"
80,Ottilie,Kernermann,4962.81,09/03/2018,"American Airlines Group, Inc."
81,Blinnie,Martellini,8710.46,25/04/2019,"ConforMIS, Inc."
82,Aura,Girt,1603.62,13/11/2016,"Cempra, Inc."
83,Kaleena,Scarman,9900.06,12/07/2018,KT Corporation
84,Selma,Manz,5673.41,16/01/2018,Amarin Corporation plc
85,Kyrstin,Dommerque,4558.92,05/09/2018,"T. Rowe Price Group, Inc."
86,Northrup,Yepiskov,497.47,15/03/2019,Exxon Mobil Corporation
87,Luciana,Sisey,8760.22,03/10/2016,GP Investments Acquisition Corp.
88,Rouvin,Line,3182.86,18/09/2017,"HealthStream, Inc."
89,Rocky,Gare,2338.05,05/04/2017,Vanguard Long-Term Corporate Bond ETF
90,Ceciley,Byway,6620.55,13/06/2017,RPX Corporation
91,Elizabet,Arsmith,9606.92,03/05/2018,PowerShares DWA Consumer Staples Momentum Portfolio
92,Denver,Duerden,1323.16,09/09/2016,Service Corporation International
93,Consolata,Crosier,6876.72,02/02/2017,"Safeguard Scientifics, Inc."
94,Konstance,Bakewell,9570.15,09/05/2018,Capitol Acquisition Corp. III
95,Berkly,Hanniger,2286.04,02/04/2018,"Mednax, Inc"
96,Mella,Braben,7646.98,16/01/2017,"Neurocrine Biosciences, Inc."
97,Hillard,Hanigan,2292.57,03/10/2016,"AutoZone, Inc."
98,Delia,Renneke,7015.74,05/09/2016,Extra Space Storage Inc
99,Aldon,Robertucci,5306.95,16/07/2017,"Virtus Investment Partners, Inc."
100,Pansy,Guarin,2143.16,23/09/2018,Stellar Acquisition III Inc.
101,Feliza,Harcus,4883.53,18/08/2018,"BCB Bancorp, Inc. (NJ)"
102,Lezley,Mustin,7375.45,27/07/2018,Employers Holdings Inc
103,Rosella,Parradye,6885.52,10/01/2017,Nuvectra Corporation
104,Traver,Dorber,3728.96,25/02/2018,ManpowerGroup
105,Winny,Forrestor,2552.19,16/11/2016,Cinemark Holdings Inc
106,Evania,Hackly,7798.22,08/03/2019,First Trust Eurozone AlphaDEX ETF
107,Emalia,Croxall,867.59,12/01/2017,FirstEnergy Corporation
108,Lanae,Brookz,8477.16,08/01/2017,Nuveen New York AMT-Free Quality Municipal
109,Aleksandr,Chaters,3530.16,30/07/2018,"Nature's Sunshine Products, Inc."
110,Rriocard,Scurrah,5148.44,29/01/2017,Mercury General Corporation
111,Finley,Bloxham,9123.88,05/08/2016,"Innoviva, Inc."
112,Stephi,Kirkpatrick,6728.11,25/03/2019,"Key Technology, Inc."
113,Dacia,Menat,6332.0,19/04/2018,GDS Holdings Limited
114,Stillman,Boller,447.63,22/05/2017,"Argo Group International Holdings, Ltd."
115,Tallulah,Stoggles,1260.7,14/06/2017,"LivePerson, Inc."
116,Shanon,Fiddeman,1514.87,13/08/2016,Peregrine Pharmaceuticals Inc.
117,Enrika,Tow,7337.55,12/11/2018,"Coeur Mining, Inc."
118,Sauncho,Bakster,4221.23,05/03/2018,"Fidelity National Financial, Inc."
119,Antons,Robjant,2250.16,30/10/2016,American Equity Investment Life Holding Company
120,Berkly,Ayscough,3156.28,17/09/2018,Umpqua Holdings Corporation
121,Zandra,Huffey,7573.56,22/02/2017,"Rexford Industrial Realty, Inc."
122,Yale,Widdop,113.15,26/02/2018,Symantec Corporation
123,Darnall,Keppie,1312.68,31/12/2018,"ChinaNet Online Holdings, Inc."
124,Steffie,Vermer,6893.82,14/12/2016,"Tallgrass Energy GP, LP"
125,Huntington,Andreassen,9800.56,12/06/2017,"Presidio, Inc."
126,Heddi,Winyard,2474.4,01/05/2017,CubeSmart
127,Mandy,Aslin,1348.08,17/10/2017,Pentair plc.
128,Valina,Grundle,8267.8,17/09/2017,Cellect Biotechnology Ltd.
129,Lorrie,Tort,322.32,14/09/2017,"H&R Block, Inc."
130,Osmond,Santarelli,332.33,24/03/2018,"Immunomedics, Inc."
131,Robinet,Tatnell,1311.69,22/05/2018,Party City Holdco Inc.
132,Randolph,Aberhart,655.86,06/07/2017,"ClubCorp Holdings, Inc."
133,Chen,Sail,9701.91,28/10/2017,Applied DNA Sciences Inc
134,Benjamin,Volett,6599.02,12/01/2018,"Bankwell Financial Group, Inc."
135,Wesley,Holtham,8454.33,21/03/2019,Liberty Global plc
136,Birk,MacLachlan,1572.9,01/11/2016,BankFinancial Corporation
137,Job,Cork,1373.78,18/07/2016,"Taubman Centers, Inc."
138,Dulcy,Terry,602.95,30/03/2019,Public Service Enterprise Group Incorporated
139,Anabella,Messruther,6994.66,09/12/2018,Equity Residential
140,Katherina,Wooffitt,2168.69,03/06/2018,"PHI, Inc."
141,Lynda,Celli,5032.8,03/06/2018,"Parke Bancorp, Inc."
142,Hakim,Neale,7668.28,03/02/2018,Calgon Carbon Corporation
143,Agretha,Tilby,4875.15,20/02/2017,First Trust Specialty Finance and Financial Opportunities Fund
144,Alejandra,Stubbins,8435.53,08/04/2017,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF
145,Erna,Flaverty,4686.3,03/08/2017,"Rockwell Medical, Inc."
146,Sibilla,Baggett,7695.77,25/07/2016,"Facebook, Inc."
147,Arlyne,McAughtry,8382.05,27/01/2017,"Clearfield, Inc."
148,Nevil,Summerrell,8484.03,27/06/2016,"Biolase, Inc."
149,Morie,Springett,1074.2,12/10/2017,Tennessee Valley Authority
150,Luise,Trevena,2602.16,05/11/2016,Wintrust Financial Corporation
151,Lucine,Gatchell,5023.77,11/12/2017,Origo Acquisition Corporation
152,Ado,Pigram,1216.68,18/02/2019,"Agile Therapeutics, Inc."
153,Alvera,Piper,2564.89,30/04/2017,"Allison Transmission Holdings, Inc."
154,Joaquin,Fontelles,957.23,29/04/2019,"NRG Energy, Inc."
155,Sheff,Yerrall,6429.85,08/10/2018,Atlantic Coast Financial Corporation
156,Eirena,De Hoogh,1489.41,26/12/2016,"Akebia Therapeutics, Inc."
157,Jae,Hirthe,5414.37,12/07/2018,Navios Maritime Holdings Inc.
158,Rodolph,Randall,7317.17,17/01/2018,Gabelli Dividend
159,Jacenta,Kingham,4896.01,18/06/2018,"Voyager Therapeutics, Inc."
160,Kirstyn,Jelleman,4446.59,09/07/2016,Drive Shack Inc.
161,Thoma,Crummie,541.38,06/08/2018,"Malibu Boats, Inc."
162,Jaquith,Waddilow,9169.85,09/06/2016,Costco Wholesale Corporation
163,Bo,Bailey,534.0,30/09/2018,Invitae Corporation
164,Ingelbert,Chiechio,2145.34,17/04/2017,"HealthStream, Inc."
165,Lamar,Pavlenko,7095.86,31/08/2018,"Ominto, Inc."
166,Ralph,Rivard,8215.61,16/06/2017,Burcon NutraScience Corp
167,Gerri,Service,6640.1,12/01/2017,"First Midwest Bancorp, Inc."
168,Wolf,Vanstone,319.46,29/05/2018,"Ctrip.com International, Ltd."
169,Brooke,Gratrex,375.24,19/08/2017,FelCor Lodging Trust Incorporated
170,Upton,Stuck,2540.29,22/07/2017,"Washington Federal, Inc."
171,Theda,Whyborne,5614.82,20/06/2016,First Trust RiverFront Dynamic Europe ETF
172,Germaine,Bettenay,1428.61,03/10/2017,"PPL Capital Funding, Inc."
173,Beverly,Huniwall,9636.91,03/03/2019,Diamondrock Hospitality Company
174,Piotr,Neggrini,8273.8,11/05/2019,"PROS Holdings, Inc."
175,Tabby,Ebbin,4302.94,02/12/2017,Brink's Company (The)
176,Julianna,Christy,7747.97,19/05/2017,Eaton Vance Municipal Income Trust
177,Terry,Blower,5616.46,06/11/2017,"Universal Logistics Holdings, Inc."
178,King,Oneil,9418.42,17/03/2017,"Richardson Electronics, Ltd."
179,Talyah,Borrows,1464.34,08/06/2018,"Lands' End, Inc."
180,Clemmie,Broady,7299.9,28/09/2016,First Horizon National Corporation
181,Tabb,Bute,3807.36,17/06/2018,"Computer Programs and Systems, Inc."
182,Symon,Pere,2678.78,01/09/2016,"H&E Equipment Services, Inc."
183,Diane-marie,Le Gall,8745.61,12/08/2018,"Bankwell Financial Group, Inc."
184,Retha,Chill,7626.16,11/06/2017,DryShips Inc.
185,Whit,MacElholm,9771.5,02/08/2017,Perry Ellis International Inc.
186,Aprilette,Kubek,8257.46,11/01/2018,IDT Corporation
187,Hamil,Trowbridge,7590.82,02/09/2017,"Lincoln Electric Holdings, Inc."
188,Oswell,Robertet,526.18,13/04/2018,"MKS Instruments, Inc."
189,Mitzi,Muckian,3243.83,04/10/2017,China Southern Airlines Company Limited
190,Drucy,Jandel,2730.28,07/01/2019,Chesapeake Granite Wash Trust
191,Irma,Curr,5452.5,04/07/2016,BB&T Corporation
192,Nessie,Hardaway,5620.59,17/01/2017,"Hollysys Automation Technologies, Ltd."
193,Baily,Masterson,8416.11,10/10/2017,Viacom Inc.
194,Glynda,Smalcombe,446.63,06/06/2017,Cemtrex Inc.
195,Halimeda,Killick,4381.07,12/11/2017,"Banco Santander, S.A."
196,Pippy,Gwynn,4328.45,18/09/2018,"MSC Industrial Direct Company, Inc."
197,Mayor,Erett,5751.15,10/12/2017,W.P. Carey Inc.
198,Andee,Cluff,978.12,10/04/2017,"FLIR Systems, Inc."
199,Dorri,Ickov,6563.73,03/12/2018,Chemung Financial Corp
200,Roley,Eatttok,9349.56,17/09/2017,"Salem Media Group, Inc."
201,Susette,Mion,3314.89,25/10/2016,"Compass Minerals International, Inc."
202,Briney,Visco,7570.77,12/06/2018,Kingold Jewelry Inc.
203,Locke,Agneau,9817.86,29/04/2018,"Western New England Bancorp, Inc."
204,Kara,Eul,7654.12,22/10/2017,"Insight Enterprises, Inc."
205,Tallie,Tripney,9149.3,01/06/2017,"Kimball Electronics, Inc."
206,Teodoor,Horstead,2090.23,11/07/2016,Steelcase Inc.
207,Erick,Dewdney,8319.41,25/12/2018,Kennedy-Wilson Holdings Inc.
208,Betteann,Smeall,2202.68,24/01/2017,KKR Income Opportunities Fund
209,Nicolais,Ricco,6594.56,02/11/2016,Gabelli Dividend
210,Bessy,Baldree,3629.28,29/11/2018,ContraFect Corporation
211,Granny,Duckerin,8984.46,22/10/2016,EPR Properties
212,Tasha,Beeke,6001.58,29/09/2016,"Del Frisco's Restaurant Group, Inc."
213,Sonni,Wyndham,887.22,03/11/2016,"ArQule, Inc."
214,Frederick,Shortell,8619.38,05/08/2018,"Sandy Spring Bancorp, Inc."
215,Brit,Nordass,8639.09,22/11/2017,PetroChina Company Limited
216,Morgen,Monger,6258.8,02/11/2016,Great Plains Energy Inc
217,Lil,Wyeth,6727.35,24/04/2017,First Trust
218,Paige,Winscum,4164.14,01/07/2016,Calamos Dynamic Convertible & Income Fund
219,Thatcher,Marsh,6655.36,19/07/2017,Hersha Hospitality Trust
220,Amity,Isson,6800.52,02/06/2018,"MFA Financial, Inc."
221,Justus,Sawdy,7840.89,29/08/2018,"Alliance Resource Partners, L.P."
222,Fionnula,Kelston,6148.74,16/01/2017,"ServisFirst Bancshares, Inc."
223,Tarrah,Vedeshkin,5440.85,02/06/2017,"Madrigal Pharmaceuticals, Inc."
224,Ginger,Braiden,7724.8,22/01/2019,WisdomTree Strategic Corporate Bond Fund
225,Skell,Deaton,7607.51,30/11/2018,John Bean Technologies Corporation
226,Erhart,Bradder,7678.08,20/08/2016,WebMD Health Corp
227,Jarid,Jodlowski,3732.61,04/11/2018,PowerShares DWA Healthcare Momentum Portfolio
228,Barnie,Perrett,3794.51,07/07/2018,Rayonier Advanced Materials Inc.
229,Cedric,Ramos,7895.07,27/08/2018,"Legg Mason, Inc."
230,Shanna,Hoodlass,1565.68,01/04/2017,NewJersey Resources Corporation
231,Bert,Cantor,7383.14,19/11/2016,ObsEva SA
232,Heinrik,Lawley,5254.09,18/01/2017,"Bob Evans Farms, Inc."
233,Lodovico,Larn,6529.58,04/09/2016,Cerner Corporation
234,Sella,Breckin,3300.92,29/10/2017,"Ringcentral, Inc."
235,Jermain,Ickovici,6209.14,30/04/2017,"Avis Budget Group, Inc."
236,Angel,Tills,1777.23,26/09/2016,Adamis Pharmaceuticals Corporation
237,Gerianna,Lamberto,283.57,31/12/2018,First Financial Corporation Indiana
238,Marlin,McMahon,7843.29,18/03/2018,Matlin & Partners Acquisition Corporation
239,Tony,Gyenes,9429.33,14/11/2017,"Nicholas Financial, Inc."
240,Danika,Rayman,7059.46,28/07/2017,Bank of the Ozarks
241,Drusie,Oddy,2690.96,10/12/2018,RXi Pharmaceuticals Corporation
242,Theodosia,Haton,4467.22,02/07/2018,Invesco Senior Income Trust
243,Malia,Faas,7001.37,28/09/2018,"O'Reilly Automotive, Inc."
244,Mary,Gounot,9079.58,04/12/2016,Burcon NutraScience Corp
245,Raina,Myton,5051.61,18/10/2018,"Key Energy Services, Inc."
246,Corene,Maccrae,5487.25,26/05/2016,Multi-Color Corporation
247,Horatia,Raine,5488.95,28/08/2016,Celgene Corporation
248,Ade,Timothy,8231.6,17/03/2019,CoreSite Realty Corporation
249,Raquela,De La Coste,597.14,09/12/2017,WisdomTree Emerging Markets Consumer Growth Fund
250,Richy,Dansken,8736.25,27/12/2018,Panera Bread Company
251,Lisle,Leschelle,2723.76,01/12/2018,Macatawa Bank Corporation
252,Orly,Rand,2720.08,27/09/2017,"FCB Financial Holdings, Inc."
253,Lilian,Ivanyukov,3837.89,29/01/2017,Nuveen AMT-Free Municipal Credit Income Fund
254,Julissa,Bohey,1711.8,29/08/2018,"TrueBlue, Inc."
255,Bellanca,Broady,5346.99,18/04/2019,State Street Corporation
256,Ainslie,Clowney,284.45,24/11/2017,Verizon Communications Inc.
257,Anet,Danielczyk,9021.38,04/09/2018,Black Hills Corporation
258,Catherina,Roomes,4167.34,06/12/2017,"Cedar Realty Trust, Inc."
259,Benni,Busch,2695.16,21/04/2017,iShares MSCI Europe Small-Cap ETF
260,Wallie,Sholl,3718.79,03/09/2017,MainStay DefinedTerm Municipal Opportunities Fund
261,Thorvald,Fealy,1231.12,14/02/2018,Lumos Networks Corp.
262,Georas,Repp,8790.93,06/08/2016,CHS Inc
263,Ellery,Witcomb,3802.2,01/01/2017,"PC-Tel, Inc."
264,Vasili,Michael,1262.72,23/11/2016,Pimco Corporate & Income Stategy Fund
265,Quill,Nuscha,8567.4,21/11/2018,"RiverNorth Opportunities Fund, Inc."
266,Clarinda,Tydeman,1265.79,17/02/2019,"Blackrock MuniVest Fund II, Inc."
267,Whitman,O' Mullan,6987.85,17/12/2017,Intel Corporation
268,Kelcy,Catlette,1295.14,25/04/2018,Boyd Gaming Corporation
269,Kelly,Cadogan,379.98,13/03/2019,CDW Corporation
270,Crawford,Pabst,5475.36,29/04/2018,"MEI Pharma, Inc."
271,Verna,Boorne,6617.44,10/05/2018,ICON plc
272,Raleigh,Saltrese,6958.64,01/11/2016,"Blackrock MuniHoldings California Quality Fund,  Inc."
273,Adriena,McMonnies,2059.13,23/10/2016,"Flotek Industries, Inc."
274,Harmonie,Blankman,366.11,19/11/2017,The KEYW Holding Corporation
275,Alyssa,Claire,8638.82,28/05/2016,iShares S&P Emerging Markets Infrastructure Index Fund
276,Lyda,Dornan,5507.02,30/10/2017,"Spectrum Brands Holdings, Inc."
277,Andres,Roskam,7250.17,20/01/2017,"HopFed Bancorp, Inc."
278,Lu,Vankeev,9076.2,23/06/2018,"Baldwin & Lyons, Inc."
279,Antonin,Randles,235.23,31/01/2018,Turquoise Hill Resources Ltd.
280,Lelia,Storcke,1683.13,16/05/2017,"Instructure, Inc."
281,Randene,Gobat,7933.9,04/12/2018,Walt Disney Company (The)
282,Douglas,Norcutt,9813.26,24/06/2018,"Delek Logistics Partners, L.P."
283,Allene,Caizley,7432.88,11/08/2016,PowerShares S&P SmallCap Utilities Portfolio
284,Zack,Zelner,9423.66,09/08/2016,MFC Bancorp Ltd.
285,Basilio,Dufoure,8932.17,26/04/2019,"Enova International, Inc."
286,Ced,Sarra,222.31,30/11/2016,"Reven Housing REIT, Inc."
287,Anni,Shemmans,6878.14,17/06/2018,Gabelli Global Small and Mid Cap Value Trust (The)
288,Misti,Illesley,9467.85,02/10/2016,Campbell Soup Company
289,Lauraine,Cicchinelli,8740.58,28/04/2018,"TPI Composites, Inc."
290,Kelcie,Gabbotts,6365.28,25/07/2016,FIRST REPUBLIC BANK
291,Vinni,Crosoer,7635.02,20/08/2017,Eastman Kodak Company
292,Consolata,Huntriss,3965.7,14/01/2017,"Gulf Island Fabrication, Inc."
293,Dasha,MacCart,6653.45,15/11/2017,"The Bon-Ton Stores, Inc."
294,Antonina,Lumpkin,7400.9,22/07/2016,BioShares Biotechnology Clinical Trials Fund
295,Janna,Vero,5501.23,07/10/2017,X-Links Gold Shares Covered Call ETN
296,Jenilee,Preon,4285.87,17/04/2017,"Comstock Resources, Inc."
297,Stanly,Andresen,5457.62,12/05/2017,"NRG Yield, Inc."
298,Beulah,Haet,2799.5,15/02/2017,Hovnanian Enterprises Inc
299,Carmine,Thomton,4709.79,10/11/2016,"NextEra Energy, Inc."
300,Adey,Comiam,1408.14,15/12/2017,Astoria Financial Corporation
301,Holly,Dinning,204.3,24/08/2016,Royal Bank Scotland plc (The)
302,Ilario,Sherwin,4651.33,29/07/2018,Black Box Corporation
303,Florenza,Webland,8757.82,23/06/2018,Natl Westminster Pfd
304,Laurel,Marmion,590.74,28/11/2016,Apache Corporation
305,Allister,Brainsby,6286.54,11/08/2016,"NextEra Energy, Inc."
306,Emelda,Krzysztofiak,3010.89,10/06/2017,"Donnelley Financial Solutions, Inc."
307,Emmalynn,Ickovic,7790.78,15/04/2018,"NAPCO Security Technologies, Inc."
308,Wadsworth,Biglin,5750.24,09/05/2018,"NetScout Systems, Inc."
309,Bebe,Giorgielli,5014.14,24/11/2018,XTL Biopharmaceuticals Ltd.
310,Sherilyn,Scud,4165.26,14/07/2017,"Alimera Sciences, Inc."
311,Hobey,Harrhy,6861.89,12/07/2018,"McDermott International, Inc."
312,Paolina,Moncaster,4759.83,10/08/2018,"Post Holdings, Inc."
313,Bernadina,Willman,8035.97,06/09/2018,Xplore Technologies Corp
314,Adrienne,Reolfi,4783.97,02/11/2017,Pentair plc.
315,Leola,Lissandre,5746.7,06/08/2017,LINE Corporation
316,Chryste,Sorton,7180.82,01/07/2017,National Fuel Gas Company
317,Gerek,Roxburgh,7118.81,20/07/2017,Lindblad Expeditions Holdings Inc. 
318,Dreddy,Stanner,8555.72,30/07/2017,Fortress Investment Group LLC
319,Kamila,Hairesnape,8195.21,05/09/2017,Western Alliance Bancorporation
320,Raychel,Attwooll,6586.94,13/01/2018,Martin Midstream Partners L.P.
321,Leisha,Faithfull,626.82,04/01/2019,TapImmune Inc.
322,Michaella,Foottit,3079.56,22/04/2019,United States Cellular Corporation
323,Hersh,Heining,4927.23,21/12/2018,"USANA Health Sciences, Inc."
324,Opaline,Gales,6424.44,11/11/2017,"Morgan Stanley Asia-Pacific Fund, Inc."
325,Kore,Mewrcik,618.05,07/02/2017,"Hyster-Yale Materials Handling, Inc."
326,Abby,Lally,5878.92,08/09/2017,"Corvus Pharmaceuticals, Inc."
327,Farrel,Keightley,4951.31,12/02/2019,Webster Financial Corporation
328,Arv,Gringley,9891.88,08/03/2019,"Old Second Bancorp, Inc."
329,Deonne,Veillard,6790.64,12/02/2017,"Proto Labs, Inc."
330,Sallyann,Backwell,1369.87,05/06/2016,AGCO Corporation
331,Ruthie,Iacavone,8243.59,23/11/2017,"Fidelity National Information Services, Inc."
332,Obed,Yarnell,1113.91,07/11/2018,"Churchill Downs, Incorporated"
333,Xymenes,Gaudin,7919.58,18/03/2019,Gazit-Globe Ltd.
334,Bartholomeo,Greetham,7609.67,03/08/2017,Entergy Texas Inc
335,Foster,Tyhurst,5923.77,10/12/2018,PowerShares DWA SmallCap Momentum Portfolio
336,Lainey,Maycey,6759.59,08/02/2019,"HarborOne Bancorp, Inc."
337,Chaddy,Gartan,1408.66,19/09/2018,"M I Acquisitions, Inc."
338,Bernard,Grishechkin,2364.96,26/08/2016,GasLog LP.
339,Vladamir,Brymner,1083.89,27/08/2016,Urstadt Biddle Properties Inc.
340,Jobina,Napoli,1477.93,13/08/2016,"Advanced Drainage Systems, Inc."
341,Courtenay,Rassmann,9245.38,21/06/2016,Regions Financial Corporation
342,Torrence,Crossdale,7348.16,29/04/2017,Anavex Life Sciences Corp.
343,Dayna,Hearnshaw,3337.27,30/04/2017,"Flexsteel Industries, Inc."
344,Kim,Ludewig,8032.52,02/09/2018,Entegra Financial Corp.
345,Marcelia,Corteney,7899.37,11/11/2016,REGENXBIO Inc.
346,Benedikta,Christophe,8097.19,14/07/2018,"Celadon Group, Inc."
347,Silvana,Syphus,2416.03,03/03/2017,Arbor Realty Trust
348,Kathy,Philipps,5749.0,21/02/2018,VelocityShares VIX Medium-Term ETN
349,Rayshell,Robe,8881.74,12/11/2018,Aegion Corp
350,Mortie,Batchelar,8828.32,23/10/2018,Grupo Financiero Santander Mexico S.A. B. de C.V.
351,Shandeigh,Mannakee,9566.97,19/08/2017,Harvest Capital Credit Corporation
352,Nicolis,Keable,9516.34,01/10/2016,"Rennova Health, Inc."
353,Tad,Heaphy,561.99,24/05/2016,Macatawa Bank Corporation
354,Tomlin,Gates,9066.35,15/07/2018,TEGNA Inc.
355,Candie,Apedaile,3727.86,20/08/2017,Royal Bank Scotland plc (The)
356,Robena,Findley,7678.65,01/06/2016,Welltower Inc.
357,Swen,Seabon,6415.56,16/10/2016,Westrock Company
358,Sean,Pagan,2247.13,05/12/2016,"GenVec, Inc."
359,Fernando,Holttom,3998.66,01/03/2018,"Micronet Enertec Technologies, Inc."
360,Frances,Ollerhead,9018.96,29/07/2016,Deutsche Bank AG
361,Northrop,Tonge,6216.27,13/04/2019,ProShares UltraPro Short QQQ
362,Stacia,Faley,690.72,14/04/2019,Oconee Federal Financial Corp.
